RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,Respiratory Cases,Cardiovascular Cases,Hospital Admissions,HealthImpactScore,HealthImpactClass
1,187,295.85303918510846,13.038560436938209,6.639263013112351,66.16114965083923,54.62427997507646,5.150335038375795,84.42434365437401,6.13775544737303,7,5,1,97.24404109007624,0
2,475,246.25470277893865,9.984497132675818,16.318326077385393,90.49952259723248,169.62172753232073,1.5433782900586372,46.851414776666765,4.521421553573566,10,2,0,100,0
3,365,84.44319073527582,23.11133976726776,96.31781102157557,17.875850347106436,9.006793603406171,1.169483416821425,17.806977221315286,11.157383587095596,13,3,0,100,0
4,299,21.020608716356836,14.27340277787601,81.2344025822972,48.32361562451519,93.16103260585837,21.925276294763393,99.47337305761988,15.3024996231901,8,8,1,100,0
5,78,16.98766721326741,152.11162310398458,121.23546115635352,90.86616698450506,241.795138448498,9.217516717207468,24.906836874391526,14.534733378806292,9,0,1,95.18264321339886,0
6,77,36.11344485166015,97.11324045668584,87.76956194227279,32.26120614414177,136.9997141230019,-1.441781262084687,32.63590353330903,4.675127017944149,13,5,2,70.36149125287515,1
7,29,174.2305750843265,68.57841826979593,186.81536985429688,96.76641981464208,44.98239668275037,34.37859224938798,24.679305048235555,6.610047005392019,10,2,2,65.81994866931959,1
8,433,278.62902636164773,83.67378202640143,106.9479430827022,9.707749047365745,131.5660144464938,33.70743439688971,40.37315661808706,17.376643660007524,11,8,1,100,0
9,300,149.02302840179533,185.78934711452467,138.74521229248845,90.26711702750367,59.40987763866848,33.12314617661176,36.03521203537049,14.46487489032816,8,6,4,100,0
10,354,252.8836447368591,182.15036254762944,179.2970545284993,44.52121220658587,117.95743735918884,9.537247112889638,64.09920236943114,14.25387810705124,13,5,1,100,0
11,10,133.76598595794235,143.13529602451538,29.374375166641475,7.374416514116067,146.350041824353,-7.1508773244773804,99.6814012977356,5.37810152663782,9,7,4,63.12113325976491,1
12,484,212.5750637303476,176.93647548433756,45.94693082370571,87.95215925860875,104.86743375330852,-4.662899105278198,14.725814993701166,15.840086153488713,8,4,1,100,0
13,416,219.56182118595024,63.929605517524955,21.463732094803017,25.194021240911347,281.09068513015825,3.80240398856496,80.05988019639898,7.168355908648756,11,2,2,100,0
14,106,52.18911177100159,76.22186520165657,27.927679845982457,2.2250125495225204,168.7590892669146,0.998500205432732,21.51927319658379,8.027810403186198,8,4,0,71.64276282750778,1
15,90,108.36481769274351,122.7424363708456,102.51679338684664,13.580710556919229,252.867802184069,33.69928100744177,11.785152216899409,5.7512217800145216,10,3,2,96.90368407007328,0
16,91,191.19064696140717,124.72518945945284,64.2358517934928,65.91147418997616,228.2185641166741,39.317909019462974,67.47191381041253,2.427804940784839,13,3,2,100,0
17,152,21.208982455309854,96.3399676024682,84.63456790535098,97.78114891381948,198.34989278033297,30.833683116590116,88.59837059824305,8.407871259915963,13,11,1,98.25065400538938,0
18,262,108.46205632888696,80.13156968759066,196.49796635881236,11.14621395835168,149.06662449077467,26.49244513745942,25.866865598355577,0.3387900384473719,8,2,0,100,0
19,215,160.43983988435772,197.236062321739,31.34086955918962,46.1948048124762,0.6521351344762505,19.43120699636571,40.745240617775266,9.118204788545194,7,3,1,100,0
20,145,298.8673479133916,164.22472522354488,108.16241415961512,18.06365509475325,184.04028016562515,28.49541495899364,25.187518380076945,14.500128762063058,12,5,3,100,0
21,305,142.36006878673223,86.99603957760904,19.77423101073019,74.50365341015922,106.78723590074932,37.351665609619545,91.58568123726252,19.2149006552895,10,7,3,100,0
22,69,244.81702713429704,145.4584954479137,63.69926265277572,11.805889976181415,35.32865004039564,20.067233495354053,34.33243891763103,1.5722628913206682,9,5,0,83.9085918496112,0
23,146,129.6201855199853,53.9123386504919,105.50518473491972,23.98417484808896,133.38787908362332,-2.269337799008305,50.02416022654922,5.625814083509901,14,0,2,92.48687487241332,0
24,183,238.91721678591267,20.033865247465975,189.32634919306756,19.640596764907137,220.66599668499143,-1.807084136564015,90.52671486547705,9.882621032234004,9,5,0,100,0
25,228,178.6244404860325,70.48620511054813,78.24564425669661,55.25197803669779,288.50333840961116,19.19314015642931,59.758228338640464,3.4077589740383263,7,9,3,100,0
26,392,265.9786324507195,80.59456002467884,12.981339242933965,87.31840920006323,112.2314673366246,6.67342698924039,93.95648206918352,2.3365704415260935,18,4,0,100,0
27,99,123.28276570503296,3.3074249121341603,77.63228959206339,51.109020115641854,162.816989611493,35.51236876224847,93.38053731823352,9.04636210901101,5,9,2,67.31327125925885,1
28,257,181.2913259464437,162.95840032717922,29.148235174795545,5.824345277147125,255.3733150090755,20.582116691798618,51.54409179043488,11.614610577844136,8,4,2,100,0
29,296,189.00560418564825,71.8386804778363,45.997922658289056,56.33889305968312,100.19982598500444,23.824630671168016,62.41443514600335,16.404154530927244,4,5,3,100,0
30,23,125.214882540142,116.0836331560294,123.61812463299808,79.75209993180094,42.677173491244616,-9.708964494954872,30.72828463416432,19.956068435883573,9,8,3,62.810556405187626,1
31,303,43.29361310624446,14.792637454191194,13.484773240736336,13.215619730432271,84.56454936980671,14.94242760313115,99.1482236921047,15.485415599743694,14,5,0,100,0
32,85,28.067822073700665,34.999365750116795,92.94475125000749,7.271121434459172,269.7368489425164,11.558236069445584,35.048499437061544,4.426809039326405,11,1,2,71.2177377460239,1
33,32,5.00146517988993,177.938745065512,121.89231720215288,18.780777755756905,47.817932538551325,25.293592838376647,80.49762891828561,14.95956137522495,6,3,2,61.743040630061515,1
34,474,262.0602792735644,121.73750557656015,84.37167847349937,74.60863228216274,98.76631830203462,9.131933016668285,38.16721541397034,10.743072486381646,9,8,4,100,0
35,482,70.94247367160837,190.0568100340971,3.825270124746072,59.16804195320016,139.39209315010217,38.82875159435812,38.17380358808065,9.01619151406878,12,3,2,100,0
36,404,63.452024784530416,199.75000687826335,197.10387138057308,54.059465396174886,254.133967047276,23.51015907782009,19.34766340308515,18.714569878145394,13,6,1,100,0
37,152,220.81062012781965,74.37202306661888,73.42315346810706,24.947989463176835,281.3139850958924,22.99591665712947,60.39062297169218,14.04185173839323,9,1,3,100,0
38,48,96.00483392621751,59.76061281665493,155.71543738665338,33.22365952468594,127.74309288997644,35.967057237899134,32.03491043153883,13.633861470879156,13,2,4,63.73041312536868,1
39,342,151.81340772355097,171.67121103181935,65.12929843749065,96.58850129433422,279.58621450605466,39.76024169491728,23.35552819818569,0.2351192945520042,11,2,1,100,0
40,220,48.75331958923689,199.72228540749083,95.00335139868376,24.06252267293857,48.437728457326365,-0.10896553689433652,30.400002506506013,17.301429827595662,13,8,3,100,0
